track_id,eventID,momentum,nSciFiHits,scifi_x,scifi_z,scifi_dxdy,scifi_slope_dxdz,scifi_slope_dydz,x_position,y_position,nUTHits,ut_x_max,ut_x_min,ut_y_begin,ut_y_end,ut_z_position,isDownstreamTrack
399,504474,3543.7462476845835,0,"[592.5758666992188, 591.5599975585938, 734.0899658203125, 732.7642822265625, 800.7982177734375, 798.989990234375, 947.385009765625, 944.7711181640625, 1016.5391845703125, 1013.5350341796875]","[7966.1005859375, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",-0.04126295447349549,0.02991175279021263,-116.8918228149414,81.06283569335938,4,"[-115.6783447265625, -116.92937469482422, -119.66385650634766, -129.48602294921875]","[-115.6783447265625, -125.41834259033203, -128.15281677246094, -129.48602294921875]","[-0.9000007510185242, -2.467839479446411, 1.1644155979156494, -0.9000007510185242]","[96.5, 94.5615234375, 98.19377899169922, 96.5]","[2321.846435546875, 2376.846435546875, 2601.846435546875, 2656.846435546875]",True
400,504474,3830.210083272032,0,"[684.7849731445312, 615.1417846679688, 820.0916748046875, 749.8099975585938, 899.0900268554688, 822.6011962890625, 1042.9947509765625, 966.114990234375, 1119.06005859375, 1035.7171630859375, 1271.188232421875, 1186.9600830078125]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",-0.02007836475968361,0.13129696249961853,-55.533546447753906,303.14202880859375,4,"[-54.77294921875, -48.57859420776367, -55.7783088684082, -61.5157470703125]","[-54.77294921875, -57.067562103271484, -64.26728057861328, -61.5157470703125]","[285.8999938964844, 291.96917724609375, 282.1278076171875, 285.8999938964844]","[383.29998779296875, 388.99853515625, 379.15716552734375, 383.29998779296875]","[2313.153564453125, 2368.153564453125, 2593.153564453125, 2648.153564453125]",True
401,504474,3373.1860267355496,0,"[871.5150146484375, 872.4710083007812, 946.510009765625, 1119.56005859375, 1117.57373046875, 1199.891845703125, 1197.68994140625, 1376.7850341796875, 1371.670654296875, 1461.9892578125, 1456.5399169921875]","[7826.09912109375, 7895.89990234375, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.0, 0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",-0.004168031271547079,0.038263354450464256,-16.222293853759766,99.28441619873047,5,"[-15.954423904418945, -16.04807472229004, -8.09982681274414, -15.930065155029297, -17.452823638916016]","[-15.954423904418945, -16.04807472229004, -16.588796615600586, -24.419034957885742, -17.452823638916016]","[46.900001525878906, 94.69999694824219, 96.49739837646484, 93.68370819091797, 94.69999694824219]","[96.5, 192.10000610351562, 193.52676391601562, 190.71307373046875, 192.10000610351562]","[2306.846435546875, 2313.153564453125, 2368.153564453125, 2593.153564453125, 2648.153564453125]",False
402,504474,2247.6184200404314,0,"[1039.3900146484375, 1123.7220458984375, 1148.635009765625, 1401.7650146484375, 1427.30224609375, 1491.0699462890625, 1516.2099609375, 1780.2349853515625, 1805.9732666015625, 1872.25048828125, 1897.8150634765625]","[7826.09912109375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.099609375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.0, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",-0.0445370152592659,0.015538262203335762,-137.00335693359375,26.514347076416016,4,"[-135.66693115234375, -132.2295379638672, -145.5073699951172, -150.5584716796875]","[-135.66693115234375, -140.718505859375, -153.99635314941406, -150.5584716796875]","[-0.9000007510185242, -1.1292492151260376, -1.0966005325317383, -0.9000007510185242]","[96.5, 95.90011596679688, 95.9327621459961, 96.5]","[2321.846435546875, 2376.846435546875, 2601.846435546875, 2656.846435546875]",True
403,504474,2764.9335809775625,0,"[1076.8900146484375, 1096.920166015625, 1148.295654296875, 1168.989990234375, 1381.4100341796875, 1402.48779296875, 1457.11572265625, 1477.885009765625, 1698.989990234375, 1719.8907470703125, 1777.0380859375, 1797.7149658203125]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8984375, 9333.1005859375, 9402.900390625]","[-0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",-0.006647120229899882,0.014264827594161034,-20.66604232788086,35.196990966796875,4,"[-20.355974197387695, -19.478435516357422, -18.70796775817871, -22.603574752807617]","[-20.355974197387695, -23.801361083984375, -23.030893325805664, -22.603574752807617]","[-0.8999992609024048, 1.1632403135299683, -2.5245003700256348, -0.8999992609024048]","[48.70000076293945, 50.57449722290039, 46.886756896972656, 48.70000076293945]","[2313.153564453125, 2368.153564453125, 2593.153564453125, 2648.153564453125]",False
404,504474,2901.60718408279,0,"[1081.485107421875, 1187.615234375, 1172.239990234375, 1381.4100341796875, 1363.3890380859375, 1492.9521484375, 1475.260009765625, 1689.760009765625, 1669.654541015625, 1806.22412109375, 1785.2349853515625]","[7826.09912109375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.0, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",-0.0007670093327760696,0.06328494846820831,-18.95123863220215,149.67892456054688,4,"[-18.857574462890625, -15.190142631530762, -12.944669723510742, -19.138525009155273]","[-18.857574462890625, -23.67911148071289, -21.433637619018555, -19.138525009155273]","[94.69999694824219, 97.11772155761719, 93.94490051269531, 94.69999694824219]","[192.10000610351562, 194.14707946777344, 190.97425842285156, 192.10000610351562]","[2313.153564453125, 2368.153564453125, 2593.153564453125, 2648.153564453125]",True
405,504474,2404.1588604144254,0,"[1209.93994140625, 1203.4052734375, 1325.6905517578125, 1319.135009765625, 1570.9849853515625, 1563.0989990234375, 1693.590576171875, 1685.385009765625, 1946.4849853515625, 1936.01806640625, 2073.466064453125, 2062.68994140625]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",-0.014077794738113882,0.058759149163961404,-56.30636978149414,146.45977783203125,4,"[-55.69738006591797, -52.228912353515625, -53.62069320678711, -60.43937301635742]","[-55.69738006591797, -60.71788024902344, -62.10966491699219, -60.43937301635742]","[94.69999694824219, 100.35819244384766, 90.3862075805664, 94.69999694824219]","[192.10000610351562, 197.38755798339844, 187.4155731201172, 192.10000610351562]","[2313.153564453125, 2368.153564453125, 2593.153564453125, 2648.153564453125]",True
406,504474,5037.835867641144,0,"[1507.0849609375, 1398.7235107421875, 1695.4727783203125, 1586.1099853515625, 1765.6400146484375, 1646.491455078125, 1965.95703125, 1845.635009765625, 2027.864990234375, 1897.546630859375, 2239.6484375, 2108.35986328125]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",0.10502511262893675,0.19596442580223083,235.97894287109375,443.7010192871094,4,"[233.76194763183594, 242.0215606689453, 262.286865234375, 268.31243896484375]","[233.76194763183594, 233.5325927734375, 253.7978973388672, 268.31243896484375]","[381.5, 383.4355773925781, 472.73590087890625, 477.1000061035156]","[478.8999938964844, 480.4649353027344, 569.7652587890625, 574.5]","[2328.153564453125, 2383.153564453125, 2586.846435546875, 2656.846435546875]",True
407,504474,2855.7625603186775,0,"[1542.659912109375, 1518.875732421875, 1672.4150390625, 1648.68505859375, 1892.0650634765625, 1865.474609375, 2028.9718017578125, 2001.7899169921875, 2252.7099609375, 2221.850830078125, 2395.240478515625, 2364.1650390625]","[7826.09912109375, 7895.89990234375, 7966.1005859375, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",0.05321016907691956,0.08258340507745743,109.79972839355469,196.48468017578125,4,"[107.91775512695312, 118.44192504882812, 125.06073760986328, 125.72395324707031]","[107.91775512695312, 109.95295715332031, 116.57176971435547, 125.72395324707031]","[190.3000030517578, 181.42294311523438, 189.5187225341797, 190.3000030517578]","[287.70001220703125, 278.4523010253906, 286.548095703125, 287.70001220703125]","[2313.153564453125, 2383.153564453125, 2593.153564453125, 2648.153564453125]",True
408,504474,1808.3260030312322,0,"[1712.8350830078125, 1760.1187744140625, 1824.6392822265625, 1872.3349609375, 2242.5849609375, 2292.143310546875, 2360.804443359375, 2411.3349609375, 2799.690185546875, 2851.09521484375, 2922.26611328125, 2973.659912109375]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",-0.017926126718521118,0.007066266145557165,-67.77239227294922,14.994982719421387,4,"[-66.9434585571289, -64.72704315185547, -70.1578598022461, -72.98847198486328]","[-66.9434585571289, -69.04997253417969, -74.48078918457031, -72.98847198486328]","[-0.8999992609024048, 5.121980667114258, -7.025782585144043, -0.8999992609024048]","[48.70000076293945, 54.53323745727539, 42.38547134399414, 48.70000076293945]","[2313.153564453125, 2368.153564453125, 2593.153564453125, 2648.153564453125]",False
409,504474,2665.8274755802604,0,"[1937.8599853515625, 1977.7218017578125, 2022.843505859375, 2063.06494140625, 2350.68505859375, 2391.998046875, 2438.8564453125, 2480.23486328125, 2776.0849609375, 2818.144775390625, 2866.383544921875]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375]","[-0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133]",0.10337258875370026,0.0024521343875676394,152.39564514160156,-4.483269691467285,3,"[148.04737854003906, 184.62289428710938, 182.61692810058594]","[148.04737854003906, 176.13392639160156, 182.61692810058594]","[-96.5, -93.16580200195312, -96.5]","[0.9000007510185242, 3.8635644912719727, 0.9000007510185242]","[2306.846435546875, 2586.846435546875, 2641.846435546875]",False
410,504474,1770.1695701412366,0,"[-1584.9849853515625, -1663.8807373046875, -1665.99365234375, -1746.0350341796875, -2200.276611328125, -2202.911865234375, -2286.16015625, -2672.985107421875, -2758.11962890625, -2760.37841796875, -2845.735107421875]","[7826.09912109375, 7895.89990234375, 7966.099609375, 8035.90087890625, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.0, 0.08748923242092133, -0.08748923242092133, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",0.039718903601169586,0.03136662393808365,128.99725341796875,98.36756896972656,4,"[127.06857299804688, 137.8038330078125, 139.50416564941406, 140.4732208251953]","[127.06857299804688, 129.3148651123047, 131.01519775390625, 140.4732208251953]","[94.69999694824219, 96.18025207519531, 94.81717681884766, 94.69999694824219]","[192.10000610351562, 193.20960998535156, 191.84654235839844, 192.10000610351562]","[2306.846435546875, 2361.846435546875, 2586.846435546875, 2641.846435546875]",True
411,504474,15477.655931701394,0,"[699.3899536132812, 794.9208374023438, 729.1099853515625, 796.4900512695312, 724.7538452148438, 898.7711181640625, 826.8350219726562, 895.3400268554688, 817.2056884765625, 1004.2725219726562]","[7826.09912109375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8984375, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375]","[-0.0, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133]",0.06301894038915634,0.10871041566133499,148.75311279296875,257.2853088378906,4,"[146.50155639648438, 152.34056091308594, 171.89414978027344, 167.21090698242188]","[146.50155639648438, 143.85157775878906, 163.40516662597656, 167.21090698242188]","[190.3000030517578, 190.87362670898438, 193.61610412597656, 285.8999938964844]","[287.70001220703125, 287.9029846191406, 290.6454772949219, 383.29998779296875]","[2313.153564453125, 2368.153564453125, 2593.153564453125, 2641.846435546875]",True
412,504474,1619.2671623597257,0,"[-1615.985107421875, -1736.7880859375, -1675.404541015625, -1797.4649658203125, -2216.635009765625, -2343.747802734375, -2279.824462890625, -2407.0849609375, -2844.235107421875, -2974.37255859375, -2907.969970703125, -3038.934814453125]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",0.06920327991247177,0.07875165343284607,196.81369018554688,217.10418701171875,4,"[195.1781463623047, 203.83863830566406, 218.96194458007812, 218.24972534179688]","[195.1781463623047, 195.34967041015625, 210.47296142578125, 218.24972534179688]","[190.3000030517578, 186.36813354492188, 189.2738494873047, 190.3000030517578]","[287.70001220703125, 283.3974914550781, 286.30322265625, 287.70001220703125]","[2328.153564453125, 2368.153564453125, 2608.153564453125, 2663.153564453125]",True
413,504474,1525.720367429654,0,"[784.135009765625, 753.43798828125, 968.9380493164062, 1297.1650390625, 1265.416259765625, 1459.9149169921875, 1832.9150390625, 1799.5738525390625, 2032.234130859375, 1999.0399169921875]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8508.099609375, 8577.8994140625, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[-0.0, 0.08748923242092133, -0.08748923242092133, -0.0, 0.08748923242092133, -0.0, -0.0, 0.08748923242092133, -0.08748923242092133, -0.0]",-0.19945794343948364,0.10978502035140991,-390.6394958496094,281.42950439453125,4,"[-381.66864013671875, -385.9432678222656, -437.4775695800781, -449.8212890625]","[-381.66864013671875, -394.4322204589844, -445.9665222167969, -449.8212890625]","[190.3000030517578, 284.02032470703125, 286.22412109375, 285.8999938964844]","[287.70001220703125, 381.0497131347656, 383.25347900390625, 383.29998779296875]","[2306.846435546875, 2368.153564453125, 2593.153564453125, 2648.153564453125]",False
414,504474,5722.980384318715,0,"[-1080.485107421875, -1096.019775390625, -1123.32373046875, -1138.9150390625, -1271.8399658203125, -1287.57373046875, -1316.2578125, -1331.989990234375, -1468.9149169921875, -1484.3975830078125, -1514.0855712890625, -1529.56494140625]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0]",-0.07065802067518234,-0.005719581153243779,-154.22491455078125,-10.828817367553711,4,"[-152.71241760253906, -155.39651489257812, -164.8834991455078, -176.40586853027344]","[-152.71241760253906, -163.88548278808594, -173.3724822998047, -176.40586853027344]","[-96.5, -95.06758117675781, -98.75696563720703, -96.5]","[0.9000007510185242, 1.9617868661880493, -1.7276027202606201, 0.9000007510185242]","[2328.153564453125, 2383.153564453125, 2608.153564453125, 2663.153564453125]",True
415,504474,6346.77841613424,0,"[-1049.8599853515625, -1016.7681274414062, -1138.1099853515625, -1104.840087890625, -1230.3900146484375, -1193.3651123046875, -1324.0374755859375, -1286.8099365234375, -1415.3599853515625, -1374.4090576171875, -1514.0855712890625, -1472.510009765625]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0]",-0.07239703834056854,-0.0739586353302002,-159.01377868652344,-170.9337615966797,4,"[-157.02032470703125, -154.02606201171875, -168.32376098632812, -181.79014587402344]","[-157.02032470703125, -162.51502990722656, -176.81272888183594, -181.79014587402344]","[-192.10000610351562, -191.15264892578125, -282.7118835449219, -287.70001220703125]","[-94.69999694824219, -94.123291015625, -185.68251037597656, -190.3000030517578]","[2321.846435546875, 2376.846435546875, 2593.153564453125, 2663.153564453125]",True
416,504474,6033.139212850193,0,"[-988.0850219726562, -988.0840454101562, -1042.345458984375, -1042.1099853515625, -1165.864990234375, -1164.6810302734375, -1222.6766357421875, -1221.659912109375, -1348.5850830078125, -1346.352294921875, -1407.3594970703125, -1405.3900146484375]","[7826.09912109375, 7895.89990234375, 7966.1005859375, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0]",-0.06189456209540368,-0.025740478187799454,-134.98110961914062,-64.32323455810547,4,"[-133.6440887451172, -131.32554626464844, -148.65040588378906, -154.3981170654297]","[-133.6440887451172, -139.8145294189453, -157.13938903808594, -154.3981170654297]","[-96.5, -97.17351531982422, -97.33675384521484, -96.5]","[0.9000007510185242, -0.14414863288402557, -0.3073911964893341, 0.9000007510185242]","[2328.153564453125, 2383.153564453125, 2608.153564453125, 2663.153564453125]",True
417,504474,7867.819256313681,0,"[-595.8099975585938, -603.7012939453125, -625.8806762695312, -633.489990234375, -718.8599853515625, -726.488525390625, -749.6516723632812, -757.3099975585938, -845.1600341796875, -852.6436157226562, -876.7152099609375, -884.2350463867188]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8984375, 9333.1005859375, 9402.900390625]","[0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0]",-0.029392048716545105,-0.006718212738633156,-52.02444076538086,-23.223175048828125,4,"[-50.79342269897461, -49.86118698120117, -56.423912048339844, -60.62667465209961]","[-50.79342269897461, -54.184112548828125, -60.7468376159668, -60.62667465209961]","[-48.70000076293945, -44.16120147705078, -53.80680465698242, -48.70000076293945]","[0.8999992609024048, 5.250053882598877, -4.39555025100708, 0.8999992609024048]","[2306.846435546875, 2361.846435546875, 2586.846435546875, 2641.846435546875]",False
418,504474,20930.880505829402,0,"[-571.8399658203125, -572.0057373046875, -594.5615234375, -594.8099975585938, -647.489990234375, -647.3173217773438, -671.3587036132812, -671.18994140625, -724.7349853515625, -724.1044921875, -749.4006958007812, -748.5599975585938]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0]",-0.05506254360079765,-0.010662447661161423,-124.01212310791016,-24.86091423034668,4,"[-122.83687591552734, -123.67547607421875, -132.2295379638672, -141.28591918945312]","[-122.83687591552734, -132.16444396972656, -140.718505859375, -141.28591918945312]","[-96.5, -97.84281158447266, -95.90011596679688, -96.5]","[0.9000007510185242, -0.8134437203407288, 1.1292492151260376, 0.9000007510185242]","[2328.153564453125, 2383.153564453125, 2608.153564453125, 2663.153564453125]",True
419,504474,8447.48829269639,0,"[-484.9100036621094, -481.8576965332031, -520.45458984375, -517.2349853515625, -591.3099975585938, -587.2838134765625, -628.7667236328125, -624.635009765625, -701.0149536132812, -696.0476684570312, -739.89453125, -735.0899658203125]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0]",-0.016511881723999977,-0.019918503239750862,-30.803598403930664,-44.588951110839844,4,"[-30.09557342529297, -26.816463470458984, -34.49871063232422, -35.71457290649414]","[-30.09557342529297, -31.139389038085938, -38.82163619995117, -35.71457290649414]","[-48.70000076293945, -46.17735290527344, -51.88859939575195, -96.5]","[0.8999992609024048, 3.2339017391204834, -2.477344036102295, -46.900001525878906]","[2306.846435546875, 2361.846435546875, 2586.846435546875, 2648.153564453125]",True
420,504474,11881.279103433788,0,"[-331.7649841308594, -329.1515808105469, -330.1553955078125, -327.5350036621094, -317.0350036621094, -314.1243896484375, -314.8772277832031, -311.94000244140625, -299.94000244140625, -297.07952880859375, -297.5814208984375, -294.5849914550781]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0]",-0.0763561949133873,-0.0014266076032072306,-164.3946990966797,9.180729866027832,4,"[-162.17108154296875, -158.7261199951172, -182.54495239257812, -187.73751831054688]","[-162.17108154296875, -167.215087890625, -191.03392028808594, -187.73751831054688]","[-0.9000007510185242, 1.1889017820358276, -4.336968421936035, -0.9000007510185242]","[96.5, 98.21826934814453, 92.69239807128906, 96.5]","[2321.846435546875, 2376.846435546875, 2601.846435546875, 2656.846435546875]",False
421,504474,15557.852238444919,0,"[-270.114990234375, -230.30039978027344, -328.1477355957031, -288.2099914550781, -329.2850036621094, -286.0375061035156, -391.5389709472656, -347.7349853515625, -390.05999755859375, -342.6830749511719, -456.5614013671875, -408.7900085449219]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0]",-0.009823044762015343,-0.06599270552396774,-17.856719970703125,-153.80601501464844,4,"[-17.452823638916016, -12.664788246154785, -17.988950729370117, -20.730573654174805]","[-17.452823638916016, -21.153757095336914, -26.477920532226562, -20.730573654174805]","[-192.10000610351562, -190.99874877929688, -194.39195251464844, -192.10000610351562]","[-94.69999694824219, -93.9693832397461, -97.36258697509766, -94.69999694824219]","[2306.846435546875, 2361.846435546875, 2586.846435546875, 2641.846435546875]",True
422,504474,19388.862939346636,0,"[-262.760009765625, -238.93826293945312, -302.20404052734375, -278.239990234375, -313.56500244140625, -287.794189453125, -355.9535827636719, -329.6600036621094, -366.2149963378906, -337.6639404296875, -411.59527587890625, -382.43499755859375]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0]",-0.014101716689765455,-0.04186462610960007,-28.506853103637695,-98.10893249511719,4,"[-27.907102584838867, -28.151531219482422, -24.239625930786133, -32.624122619628906]","[-27.907102584838867, -36.640499114990234, -32.72859573364258, -32.624122619628906]","[-192.10000610351562, -189.64382934570312, -194.93881225585938, -192.10000610351562]","[-94.69999694824219, -92.61447143554688, -97.9094467163086, -94.69999694824219]","[2306.846435546875, 2361.846435546875, 2586.846435546875, 2641.846435546875]",True
423,504474,83530.44215785073,0,"[-234.66500854492188, -228.2927703857422, -249.3529052734375, -242.91500854492188, -261.760009765625, -254.46737670898438, -277.2841796875, -269.989990234375, -289.0849914550781, -281.04852294921875, -305.5919189453125, -297.3349914550781]","[7826.09912109375, 7895.89990234375, 7966.10009765625, 8035.90087890625, 8508.099609375, 8577.8994140625, 8648.1005859375, 8717.900390625, 9193.099609375, 9262.8994140625, 9333.1005859375, 9402.900390625]","[0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0, 0.0, 0.08748923242092133, -0.08748923242092133, 0.0]",-0.025465190410614014,-0.013373535126447678,-57.66999053955078,-31.128820419311523,4,"[-56.59972381591797, -54.71501922607422, -61.92823028564453, -65.12187194824219]","[-56.59972381591797, -59.037940979003906, -66.25115966796875, -65.12187194824219]","[-48.70000076293945, -43.73654556274414, -54.28837203979492, -48.70000076293945]","[0.8999992609024048, 5.674708843231201, -4.877116680145264, 0.8999992609024048]","[2306.846435546875, 2361.846435546875, 2586.846435546875, 2641.846435546875]",True
